Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.006;0.006;0.006;0.006;"03/07/2025 16:30";CET;16858;101.15;0.006;03/07/2025
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;5.44;5.54;5.42;5.54;"03/07/2025 17:35";CET;3756;20573.46;5.54;03/07/2025
SES;LU0088087324;SESG;"Euronext Paris";EUR;6.28;6.34;6.245;6.28;"03/07/2025 17:35";CET;471016;2962433.03;6.28;03/07/2025
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;0.465;0.469;0.458;0.469;"03/07/2025 17:35";CET;29612;13837.53;0.469;03/07/2025
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;250.00;254.00;246.00;246.00;"03/07/2025 17:38";CET;1389;346654.00;246.00;03/07/2025
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;14.85;15.00;14.80;15.00;"03/07/2025 15:35";CET;172;2560.85;15.00;03/07/2025
"SIPARIO MOVIES";IT0005380602;ALIE;"Euronext Growth Paris";EUR;0.465;0.465;0.465;0.465;"30/08/2024 11:30";CET;600;279.00;0.465;03/07/2025
"SIRIUS MEDIA";FR0010812230;ALSRS;"Euronext Growth Paris";EUR;0.0027;0.0028;0.0026;0.0028;"03/07/2025 17:35";CET;9446397;25511.81;0.0028;03/07/2025
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;5.85;5.90;5.80;5.85;"03/07/2025 16:09";CET;752;4413.45;5.85;03/07/2025
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0165;0.0165;0.0165;0.0165;"03/07/2025 11:30";CET;1200;19.80;0.0165;03/07/2025
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"27/12/2016 15:30";CET;115298;4611.92;0.04;03/07/2025
"SMART GOOD THINGS";FR001400LBS6;MLSGT;"Euronext Access Paris";EUR;2.80;2.80;2.80;2.80;"18/06/2025 11:30";CET;50;140.00;2.80;03/07/2025
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;4.415;4.455;4.375;4.415;"03/07/2025 17:35";CET;108593;480147.26;4.415;03/07/2025
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;28.10;28.10;27.80;28.00;"03/07/2025 16:45";CET;473;13278.90;28.00;03/07/2025
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.98;1.98;1.97;1.97;"02/07/2025 16:30";CET;105;207.85;1.97;03/07/2025
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;48.51;49.37;48.12;49.37;"03/07/2025 17:35";CET;1496905;73488876.93;49.37;03/07/2025
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;54.00;54.25;52.80;52.80;"03/07/2025 17:35";CET;181386;9618606.74;52.80;03/07/2025
SODITECH;FR0000078321;SEC;"Euronext Paris";EUR;1.71;1.74;1.71;1.74;"03/07/2025 16:30";CET;75;128.55;1.74;03/07/2025
SOGECLAIR;FR0000065864;ALSOG;"Euronext Growth Paris";EUR;28.80;28.90;27.50;28.20;"03/07/2025 17:35";CET;1596;44931.00;28.20;03/07/2025
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;50.32;50.36;48.89;48.90;"03/07/2025 17:35";CET;90607;4464733.17;48.90;03/07/2025
"SOLOCAL GROUP";FR001400SA10;LOCAL;"Euronext Paris";EUR;2.70;2.70;2.60;2.645;"03/07/2025 17:14";CET;11522;30696.95;2.645;03/07/2025
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;1.759;1.857;1.745;1.809;"03/07/2025 17:35";CET;853291;1542561.87;1.809;03/07/2025
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;30.24;30.32;29.36;29.60;"03/07/2025 17:35";CET;225139;6684326.52;29.60;03/07/2025
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;202.00;205.00;201.60;204.80;"03/07/2025 17:35";CET;17762;3624708.20;204.80;03/07/2025
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.356;0.364;0.356;0.364;"03/07/2025 16:33";CET;6794;2449.84;0.364;03/07/2025
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;25.40;25.40;25.40;25.40;"02/07/2025 16:30";CET;8;203.20;25.40;03/07/2025
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;46.82;47.16;46.42;46.90;"03/07/2025 17:35";CET;396729;18594083.58;46.90;03/07/2025
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.1118;0.1118;0.102;0.102;"03/07/2025 17:35";CET;438894;45290.85;0.102;03/07/2025
SPINEWAY;FR001400N2P2;ALSPW;"Euronext Growth Paris";EUR;0.1214;0.1272;0.1206;0.127;"03/07/2025 17:35";CET;266661;33175.79;0.127;03/07/2025
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.0962;0.1005;0.0962;0.10;"03/07/2025 17:35";CET;6062;595.89;0.10;03/07/2025
STEF;FR0000064271;STF;"Euronext Paris";EUR;133.00;134.00;132.80;133.80;"03/07/2025 17:35";CET;3635;486009.50;133.80;03/07/2025
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;8.765;8.887;8.638;8.745;"03/07/2025 17:36";CET;2776318;24377195.50;8.745;03/07/2025
STIF;FR001400MDW2;ALSTI;"Euronext Growth Paris";EUR;66.40;69.60;66.00;68.80;"03/07/2025 17:35";CET;17970;1220543.60;68.80;03/07/2025
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;27.085;27.46;26.955;27.45;"03/07/2025 17:35";CET;3415514;93276480.87;27.45;03/07/2025
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;6.45;6.45;6.45;6.45;"03/07/2025 16:30";CET;405;2612.25;6.45;03/07/2025
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;40.30;41.20;40.30;40.30;"03/07/2025 17:35";CET;72;2921.10;40.30;03/07/2025
"STREAMWIDE BS25";FR001400DG11;STWBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"STREAMWIDE BS25-2";FR001400DGA0;STRBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;8.90;8.90;8.90;8.90;"16/06/2025 16:30";CET;1420;12638.00;8.90;03/07/2025
"STUDENT PROPERTY";ES0105851002;MLSPI;"Euronext Access Paris";EUR;3622.00;3622.00;3622.00;3622.00;"21/01/2025 00:00";CET;-;-;3620.00;03/07/2025
"SUMO RESOURCES PLC";GB00B8GJBS16;MLSUM;"Euronext Access Paris";EUR;0.004;0.004;0.004;0.004;"03/01/2025 11:30";CET;74936;299.75;0.004;03/07/2025
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;37.45;37.85;37.45;37.80;"03/07/2025 17:35";CET;2612;98467.60;37.80;03/07/2025
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;32.50;33.50;32.50;33.50;"03/07/2025 17:29";CET;31076;1013706.00;33.50;03/07/2025
TARKETT;FR0004188670;TKTT;"Euronext Paris";EUR;16.65;16.75;16.65;16.70;"03/07/2025 17:35";CET;3508;58540.30;16.70;03/07/2025
TATATU;IT0005507857;ALTTU;"Euronext Growth Paris";EUR;5.45;5.45;5.45;5.45;"09/07/2024 11:30";CET;1;5.45;5.45;03/07/2025
TAYNINH;FR0000063307;TAYN;"Euronext Paris";EUR;1.79;1.79;1.79;1.79;"25/06/2025 11:30";CET;50;89.50;1.79;03/07/2025
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;35.84;36.02;35.78;35.94;"03/07/2025 17:35";CET;143715;5163565.78;35.94;03/07/2025
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;85.20;87.18;84.90;85.80;"03/07/2025 17:38";CET;305844;26373117.02;85.80;03/07/2025
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;52.00;52.00;52.00;52.00;"01/07/2025 17:29";CET;236;12272.00;52.00;03/07/2025
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;2.26;2.26;2.26;2.26;"07/05/2025 11:30";CET;1;2.26;1.76;03/07/2025
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;0.972;0.99;0.972;0.99;"03/07/2025 17:15";CET;7814;7713.60;0.99;03/07/2025
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/07/2025 09:00";CET;190000;95.00;0.0005;03/07/2025
TF1;FR0000054900;TFI;"Euronext Paris";EUR;8.72;8.73;8.625;8.655;"03/07/2025 17:37";CET;99202;860600.61;8.655;03/07/2025
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;24.00;24.00;23.80;24.00;"03/07/2025 17:35";CET;1010;24100.70;24.00;03/07/2025
THALES;FR0000121329;HO;"Euronext Paris";EUR;240.70;243.70;239.20;243.40;"03/07/2025 17:35";CET;267015;64685394.35;243.40;03/07/2025
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;0.77;0.77;0.752;0.752;"03/07/2025 16:30";CET;1357;1042.55;0.752;03/07/2025
"THE BLOCKCHAIN GP";FR0011053636;ALTBG;"Euronext Growth Paris";EUR;4.04;4.18;3.83;4.10;"03/07/2025 17:35";CET;1932208;7777467.93;4.10;03/07/2025
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;0.326;0.326;0.322;0.326;"03/07/2025 17:29";CET;4813;1566.81;0.326;03/07/2025
THERANEXUS;FR0013286259;ALTHX;"Euronext Growth Paris";EUR;1.00;1.03;0.982;1.00;"03/07/2025 17:29";CET;36686;36995.51;1.00;03/07/2025
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;77.50;79.40;76.50;78.40;"03/07/2025 17:35";CET;11284;888108.80;78.40;03/07/2025
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;19.18;19.48;19.18;19.34;"03/07/2025 17:37";CET;30824;597168.82;19.34;03/07/2025
"TITAN S.A.";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;38.15;38.15;37.15;37.25;"03/07/2025 17:35";CET;14827;557528.35;37.25;03/07/2025
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;0.118;0.148;0.108;0.1148;"03/07/2025 17:39";CET;23070557;3001247.10;0.1148;03/07/2025
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;0.022;0.0242;0.0216;0.024;"03/07/2025 17:39";CET;42967291;999960.54;0.024;03/07/2025
"TONNER DRONES BSA";FR001400RIB4;TDBS;"Euronext Growth Paris";EUR;0.0066;0.0078;0.0066;0.0074;"03/07/2025 17:19";CET;796576;5808.81;0.0074;03/07/2025
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;0.49;0.50;0.49;0.50;"03/07/2025 18:20";CET;20086;10040.94;0.50;03/07/2025
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;53.96;53.98;53.21;53.37;"03/07/2025 17:36";CET;3065613;163830933.84;53.37;03/07/2025
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;188.00;190.00;188.00;189.50;"03/07/2025 17:35";CET;194;36576.50;189.50;03/07/2025
TOUAX;FR0000033003;TOUP;"Euronext Paris";EUR;4.43;4.44;4.42;4.43;"03/07/2025 17:35";CET;616;2730.01;4.43;03/07/2025
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;4.90;4.93;4.90;4.91;"03/07/2025 16:37";CET;1353;6636.52;4.91;03/07/2025
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;0.80;0.81;0.786;0.786;"03/07/2025 17:35";CET;46344;36918.81;0.786;03/07/2025
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;149.50;150.40;149.00;149.90;"03/07/2025 17:35";CET;10777;1613786.80;149.90;03/07/2025
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;6.15;6.15;6.15;6.15;"03/07/2025 16:39";CET;630;3874.50;6.15;03/07/2025
"TROC ILE";FR0000031106;MLTRO;"Euronext Access Paris";EUR;2.18;2.18;2.18;2.18;"01/07/2025 11:30";CET;55;119.90;2.18;03/07/2025
TRONICS;FR0004175099;ALTRO;"Euronext Growth Paris";EUR;6.60;6.60;6.60;6.60;"01/07/2025 16:30";CET;75;495.00;6.60;03/07/2025
TXCOM;FR0010654087;ALTXC;"Euronext Growth Paris";EUR;9.70;9.70;9.70;9.70;"03/07/2025 11:30";CET;18;174.60;9.70;03/07/2025
"U10 CORP";FR0000079147;ALU10;"Euronext Growth Paris";EUR;1.375;1.375;1.375;1.375;"03/07/2025 14:28";CET;41;56.38;1.375;03/07/2025
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;9.226;9.378;9.072;9.158;"03/07/2025 17:35";CET;485669;4457923.49;9.158;03/07/2025
"UCAPITAL GLOBAL";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;0.001;0.001;0.001;0.001;"02/10/2024 11:30";CET;64687;64.69;0.001;03/07/2025
"UMALIS GROUP";FR0011776889;MLUMG;"Euronext Access Paris";EUR;1.79;1.79;1.79;1.79;"10/06/2025 11:30";CET;20;35.80;1.79;03/07/2025
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;80.40;80.76;79.52;79.96;"03/07/2025 17:39";CET;235276;18825983.18;79.96;03/07/2025
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;0.131;0.1315;0.121;0.1315;"03/07/2025 13:04";CET;9935;1268.13;0.1315;03/07/2025
UNITI;FR0012709160;ALUNT;"Euronext Growth Paris";EUR;1.65;1.65;1.62;1.62;"03/07/2025 17:11";CET;593;975.66;1.62;03/07/2025
UPERGY;FR0010337865;ALUPG;"Euronext Growth Paris";EUR;2.04;2.10;1.95;2.04;"03/07/2025 17:14";CET;5073;10189.43;2.04;03/07/2025
URCOLESA;ES0105748000;MLURC;"Euronext Access Paris";EUR;3.38;3.38;3.38;3.38;"22/02/2024 00:00";CET;-;-;3.36;03/07/2025
"UV GERMI";FR0011898584;ALUVI;"Euronext Growth Paris";EUR;2.59;2.59;2.25;2.46;"03/07/2025 17:01";CET;47675;114696.63;2.46;03/07/2025
VALBIOTIS;FR0013254851;ALVAL;"Euronext Growth Paris";EUR;0.79;0.85;0.755;0.82;"03/07/2025 17:35";CET;269884;218478.29;0.82;03/07/2025
VALEO;FR0013176526;FR;"Euronext Paris";EUR;9.792;9.95;9.444;9.47;"03/07/2025 17:37";CET;929146;8916100.43;9.47;03/07/2025
"VALERIO TX";FR0010095596;ALVIO;"Euronext Growth Paris";EUR;0.0638;0.066;0.0638;0.066;"16/06/2025 16:59";CET;26525;1700.19;0.066;03/07/2025
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;16.605;16.70;16.305;16.325;"03/07/2025 17:35";CET;713054;11686919.00;16.325;03/07/2025
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;2.412;2.456;2.388;2.388;"03/07/2025 17:35";CET;475713;1153135.76;2.388;03/07/2025
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-;6.00;03/07/2025
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;0.15;0.1518;0.147;0.1476;"03/07/2025 17:35";CET;181598;27065.47;0.1476;03/07/2025
VAZIVA;FR0014007T10;ALVAZ;"Euronext Growth Paris";EUR;47.80;48.00;47.80;48.00;"03/07/2025 16:30";CET;177;8480.80;48.00;03/07/2025
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;14.10;14.10;13.85;14.00;"03/07/2025 15:26";CET;1069;14888.80;14.00;03/07/2025
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;30.60;30.76;30.41;30.47;"03/07/2025 17:35";CET;1567066;47822985.93;30.47;03/07/2025
"VEOM GROUP";FR0013530102;ALVG;"Euronext Growth Paris";EUR;0.20;0.209;0.20;0.208;"03/07/2025 14:38";CET;6689;1352.93;0.208;03/07/2025
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;28.22;28.22;28.20;28.20;"03/07/2025 17:35";CET;158134;4460028.08;28.20;03/07/2025
VERGNET;FR001400JXA2;ALVER;"Euronext Growth Paris";EUR;0.0006;0.0006;0.0005;0.0006;"01/07/2025 17:20";CET;149383945;78485.89;0.0006;03/07/2025
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.216;0.216;0.204;0.205;"03/07/2025 17:35";CET;167399;34903.04;0.205;03/07/2025
"VERNEY CARRON";FR0006174496;MLVER;"Euronext Access Paris";EUR;3.60;3.60;3.60;3.60;"06/02/2025 11:30";CET;25;90.00;3.60;03/07/2025
VERSITY;FR0014003I41;MLVSY;"Euronext Access Paris";EUR;0.90;0.99;0.90;0.99;"12/09/2023 16:30";CET;13195;12226.05;0.99;03/07/2025
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;73.50;76.90;73.50;75.50;"03/07/2025 17:35";CET;5299;399853.25;75.50;03/07/2025
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;11.70;11.70;11.70;11.70;"03/07/2025 16:30";CET;300;3510.00;11.70;03/07/2025
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;58.60;58.60;57.70;58.20;"03/07/2025 17:35";CET;24264;1411330.80;58.20;03/07/2025
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;14.75;14.80;14.70;14.80;"03/07/2025 17:35";CET;12456;184099.25;14.80;03/07/2025
VINCI;FR0000125486;DG;"Euronext Paris";EUR;125.05;125.75;124.35;125.25;"03/07/2025 17:35";CET;568109;71086335.75;125.25;03/07/2025
VINPAI;FR001400AXT1;ALVIN;"Euronext Growth Paris";EUR;3.46;3.46;3.46;3.46;"03/07/2025 09:00";CET;1;3.46;3.46;03/07/2025
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;331.50;348.50;326.00;345.50;"03/07/2025 17:35";CET;13415;4559697.00;345.50;03/07/2025
VIRIDIEN;FR001400PVN6;VIRI;"Euronext Paris";EUR;63.75;64.30;62.60;63.55;"03/07/2025 17:35";CET;32579;2073348.00;63.55;03/07/2025
VIRTUALWARE;ES0105704003;ALVIR;"Euronext Growth Paris";EUR;7.90;7.90;7.90;7.90;"03/07/2025 11:30";CET;1;7.90;7.90;03/07/2025
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;6.50;6.50;6.35;6.35;"03/07/2025 16:27";CET;38;243.95;6.35;03/07/2025
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;2.908;2.908;2.852;2.867;"03/07/2025 17:35";CET;1205896;3458367.00;2.867;03/07/2025
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;2.62;2.65;2.62;2.65;"03/07/2025 12:08";CET;260;684.80;2.65;03/07/2025
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;8.90;8.92;8.70;8.83;"03/07/2025 17:35";CET;63629;561709.03;8.83;03/07/2025
"VOYAGEURS DU MONDE";FR0004045847;ALVDM;"Euronext Growth Paris";EUR;169.50;171.00;168.50;171.00;"03/07/2025 17:35";CET;1967;334334.00;171.00;03/07/2025
VRANKEN-POMMERY;FR0000062796;VRAP;"Euronext Paris, Brussels";EUR;12.70;13.00;12.70;12.95;"03/07/2025 17:35";CET;5063;65198.25;12.95;03/07/2025
"VREF SEVILLE";ES0105492005;MLVRF;"Euronext Access Paris";EUR;3.75;3.75;3.75;3.75;"30/07/2020 00:00";CET;-;-;3.76;03/07/2025
VusionGroup;FR0010282822;VU;"Euronext Paris";EUR;244.80;253.00;244.80;251.00;"03/07/2025 17:35";CET;29276;7330417.20;251.00;03/07/2025
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;21.75;21.80;21.75;21.80;"03/07/2025 17:35";CET;45308;985532.70;21.80;03/07/2025
WALLIX;FR0010131409;ALLIX;"Euronext Growth Paris";EUR;22.75;23.00;22.35;22.60;"03/07/2025 17:35";CET;6917;156556.65;22.60;03/07/2025
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;58.70;59.00;58.50;58.90;"03/07/2025 17:35";CET;6458;380006.60;58.90;03/07/2025
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;18.70;18.70;18.60;18.60;"03/07/2025 16:47";CET;579;10773.40;18.60;03/07/2025
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;0.715;0.715;0.715;0.715;"18/06/2025 16:30";CET;6000;4290.00;0.715;03/07/2025
WELLNESS;ES0105740007;MLWRS;"Euronext Access Paris";EUR;-;-;-;2.20;"27/12/2024 00:00";CET;-;-;2.20;03/07/2025
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;90.55;91.25;90.55;91.20;"03/07/2025 17:35";CET;34074;3104889.90;91.20;03/07/2025
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;0.005;0.005;0.005;0.005;"02/07/2025 16:30";CET;3720;18.60;0.005;03/07/2025
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;3.70;3.87;3.70;3.87;"03/07/2025 13:08";CET;957;3632.14;3.87;03/07/2025
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;2.28;2.30;2.28;2.30;"03/07/2025 16:38";CET;813;1867.65;2.30;03/07/2025
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;3.925;3.955;3.735;3.85;"03/07/2025 17:35";CET;3776761;14566571.82;3.85;03/07/2025
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;6.95;6.995;6.705;6.755;"03/07/2025 17:35";CET;323891;2231246.10;6.755;03/07/2025
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;2.50;2.56;2.49;2.54;"03/07/2025 17:35";CET;23373;59024.00;2.54;03/07/2025
"YOUNITED FIN. WARR";LU2999660207;YOUNW;"Euronext Amsterdam, Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"YOUNITED FINANCIAL";LU2999653251;YOUNI;"Euronext Amsterdam, Paris";EUR;10.50;10.50;10.40;10.40;"03/07/2025 11:13";CET;8;83.70;10.40;03/07/2025
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;1.19;1.22;1.19;1.22;"30/04/2025 16:30";CET;400;479.00;1.22;03/07/2025
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;03/07/2025
